timeNow = 2023-04-09 12:15:17.795599, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0
timeNow = 2023-04-09 12:17:59.482163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.487164, len(dataFromDaq) = 3243, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.511163, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.517164, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.522163, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.526163, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.550163, len(dataFromDaq) = 3315, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.556165, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.560163, len(dataFromDaq) = 3197, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.565163, len(dataFromDaq) = 3182, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.592163, len(dataFromDaq) = 3185, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.598163, len(dataFromDaq) = 3196, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.603164, len(dataFromDaq) = 3182, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.609164, len(dataFromDaq) = 3157, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.638163, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.645164, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.650163, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.655165, len(dataFromDaq) = 3293, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.679163, len(dataFromDaq) = 3285, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.686776, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.692163, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.696163, len(dataFromDaq) = 3272, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.721163, len(dataFromDaq) = 3270, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.727163, len(dataFromDaq) = 3302, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.731163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.736163, len(dataFromDaq) = 3247, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.765163, len(dataFromDaq) = 3266, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.772165, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.778163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.785164, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.814163, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.821165, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.828167, len(dataFromDaq) = 3293, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.834163, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.860164, len(dataFromDaq) = 3241, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.865163, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.870163, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.874163, len(dataFromDaq) = 3237, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.900163, len(dataFromDaq) = 3243, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.906163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.911166, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.917165, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.941163, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.947163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.951164, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.956164, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.980163, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.986164, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.990163, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:17:59.996163, len(dataFromDaq) = 3290, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.027163, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.033165, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.038163, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.043163, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.068163, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.074163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.078164, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.083166, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.112163, len(dataFromDaq) = 3287, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.117163, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.122163, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.126165, len(dataFromDaq) = 3284, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.149164, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.155163, len(dataFromDaq) = 3285, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.159162, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.164163, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.187163, len(dataFromDaq) = 3307, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.193167, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.197164, len(dataFromDaq) = 3239, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.202163, len(dataFromDaq) = 3184, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.226163, len(dataFromDaq) = 3215, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.231163, len(dataFromDaq) = 3193, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.235163, len(dataFromDaq) = 3178, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.241165, len(dataFromDaq) = 3141, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.269163, len(dataFromDaq) = 3163, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.274163, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.278163, len(dataFromDaq) = 3284, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.283163, len(dataFromDaq) = 3291, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.308164, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.313163, len(dataFromDaq) = 3284, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.318163, len(dataFromDaq) = 3305, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.322163, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.349163, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.355163, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.359163, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.363163, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.390163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.398163, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.403168, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.408165, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.434164, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.440164, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.445164, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.451164, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.477164, len(dataFromDaq) = 3277, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.484164, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.490163, len(dataFromDaq) = 3293, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.496163, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.523163, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.530163, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.535163, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.540163, len(dataFromDaq) = 3293, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.566163, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.574164, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.580163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.585163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.612163, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.617163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.622163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.626163, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.653163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.662163, len(dataFromDaq) = 3235, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.667163, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.673163, len(dataFromDaq) = 3247, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.697163, len(dataFromDaq) = 3255, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.704163, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.709164, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.714165, len(dataFromDaq) = 3241, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.739163, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.744163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.749163, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.753163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.778163, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.783163, len(dataFromDaq) = 3249, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.788163, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.792164, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.817163, len(dataFromDaq) = 3307, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.825163, len(dataFromDaq) = 3221, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.831164, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.836163, len(dataFromDaq) = 3186, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.861163, len(dataFromDaq) = 3186, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.868164, len(dataFromDaq) = 3172, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.875163, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.880163, len(dataFromDaq) = 3163, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.905164, len(dataFromDaq) = 3146, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.911163, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.915163, len(dataFromDaq) = 3288, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.920163, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.944163, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.951164, len(dataFromDaq) = 3294, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.956163, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.961163, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.987163, len(dataFromDaq) = 3264, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.994163, len(dataFromDaq) = 3238, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:00.999164, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.004163, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.029163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.036163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.041163, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.046164, len(dataFromDaq) = 3251, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.075164, len(dataFromDaq) = 3283, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.082163, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.086163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.091163, len(dataFromDaq) = 3284, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.118163, len(dataFromDaq) = 3274, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.123163, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.128163, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.133163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.158163, len(dataFromDaq) = 3271, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.163164, len(dataFromDaq) = 3261, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.168163, len(dataFromDaq) = 3279, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.173166, len(dataFromDaq) = 3282, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.197163, len(dataFromDaq) = 3262, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.204163, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.209163, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.214163, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.241163, len(dataFromDaq) = 3267, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.248164, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.254164, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.260163, len(dataFromDaq) = 3269, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.285164, len(dataFromDaq) = 3263, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.292163, len(dataFromDaq) = 3265, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.296163, len(dataFromDaq) = 3257, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.301164, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.325163, len(dataFromDaq) = 3258, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.330163, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.335168, len(dataFromDaq) = 3253, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.340163, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.364163, len(dataFromDaq) = 3259, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.371163, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.375163, len(dataFromDaq) = 3250, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.380163, len(dataFromDaq) = 3241, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.407163, len(dataFromDaq) = 3276, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.413166, len(dataFromDaq) = 3268, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.417164, len(dataFromDaq) = 3252, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.422164, len(dataFromDaq) = 3139, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.446163, len(dataFromDaq) = 3307, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.452163, len(dataFromDaq) = 3229, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.457163, len(dataFromDaq) = 3291, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.462163, len(dataFromDaq) = 3199, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.490163, len(dataFromDaq) = 3164, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.496163, len(dataFromDaq) = 3172, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.502163, len(dataFromDaq) = 3175, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.507163, len(dataFromDaq) = 3165, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.533163, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.538163, len(dataFromDaq) = 3260, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.543163, len(dataFromDaq) = 3273, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.547164, len(dataFromDaq) = 3289, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.572164, len(dataFromDaq) = 3277, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.577164, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.581163, len(dataFromDaq) = 3286, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.585163, len(dataFromDaq) = 3246, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.611163, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.618163, len(dataFromDaq) = 3280, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.624163, len(dataFromDaq) = 3240, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.630163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.654163, len(dataFromDaq) = 3275, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.661163, len(dataFromDaq) = 3254, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.666163, len(dataFromDaq) = 3256, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.671164, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:18:01.700163, len(dataFromDaq) = 3248, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
